Timestamp,Room,Motion_Sensor,Temperature,Humidity,Light_Level,Sound_Level,Appliance_Usage,People_Present,Activity
2025-04-04 04:35:00,Bathroom,1,19.4,55,71,80,0,5,Using Toilet
2025-04-06 14:01:00,Living Room,0,22.8,60,39,30,1,2,Idle
2025-04-03 06:42:00,Living Room,0,19.8,55,33,33,0,1,Watching TV
2025-04-01 06:05:00,Living Room,1,23.5,40,29,56,1,4,Relaxing
2025-04-07 06:00:00,Kitchen,1,25.8,45,31,45,1,5,Cooking
2025-04-02 20:41:00,Kitchen,1,19.0,50,56,72,1,3,Cooking
2025-04-01 22:08:00,Kitchen,1,26.4,40,59,97,0,5,Idle
2025-04-02 14:24:00,Bathroom,0,27.8,50,61,51,1,5,Using Toilet
2025-04-07 12:16:00,Living Room,0,25.4,55,75,79,1,5,Relaxing
2025-04-03 18:08:00,Bathroom,0,18.2,45,52,40,1,2,Showering
2025-04-05 06:18:00,Bedroom,0,23.3,30,34,49,1,2,Idle
2025-04-03 04:23:00,Kitchen,0,18.2,50,2,52,0,3,Cleaning
2025-04-02 20:12:00,Kitchen,1,25.6,45,27,29,1,2,Cleaning
2025-04-01 15:28:00,Bathroom,0,20.4,35,96,48,1,3,Idle
2025-04-03 08:04:00,Living Room,1,25.9,30,40,70,1,2,Idle
2025-04-05 19:00:00,Bathroom,1,19.2,30,0,24,1,5,Showering
2025-04-07 20:16:00,Bathroom,1,22.1,60,87,51,0,4,Idle
2025-04-05 06:36:00,Kitchen,0,26.2,50,71,29,1,3,Idle
2025-04-04 21:51:00,Bedroom,1,26.2,60,83,38,0,2,Idle
2025-04-03 10:16:00,Bathroom,1,25.0,55,41,28,0,2,Showering
2025-04-05 20:20:00,Living Room,1,20.7,55,13,71,1,2,Relaxing
2025-04-07 11:48:00,Living Room,1,20.6,60,59,69,1,2,Idle
2025-04-04 01:25:00,Bathroom,0,24.1,60,37,24,0,3,Showering
2025-04-04 15:35:00,Living Room,0,22.9,60,38,30,0,1,Watching TV
2025-04-02 10:18:00,Living Room,1,21.7,60,0,36,1,1,Watching TV
2025-04-03 11:05:00,Kitchen,0,18.5,30,14,95,0,4,Cleaning
2025-04-05 01:30:00,Bedroom,1,18.9,50,58,37,1,3,Reading
2025-04-05 14:30:00,Kitchen,1,26.9,50,51,31,1,1,Cleaning
2025-04-04 08:23:00,Bathroom,1,19.8,45,49,98,1,2,Showering
2025-04-06 14:13:00,Kitchen,0,21.9,60,82,44,1,3,Idle
2025-04-01 12:34:00,Bedroom,1,24.7,35,86,91,0,1,Sleeping
2025-04-02 18:56:00,Bathroom,1,26.4,55,97,26,0,5,Showering
2025-04-02 15:49:00,Living Room,1,27.8,45,46,75,0,1,Watching TV
2025-04-03 10:51:00,Bathroom,1,27.8,30,44,80,1,2,Using Toilet
2025-04-05 03:48:00,Living Room,1,27.7,40,13,41,1,2,Relaxing
2025-04-06 00:52:00,Kitchen,1,27.0,40,59,49,1,4,Cooking
2025-04-03 12:59:00,Bathroom,1,25.0,40,47,99,1,2,Showering
2025-04-03 05:16:00,Bedroom,1,23.2,35,64,20,1,2,Sleeping
2025-04-04 16:44:00,Bathroom,1,20.7,45,99,35,0,3,Idle
2025-04-08 03:16:00,Living Room,1,19.1,40,26,78,1,2,Idle
2025-04-03 22:16:00,Bedroom,1,22.2,30,48,26,0,4,Sleeping
2025-04-05 09:22:00,Bedroom,1,22.3,30,65,56,1,2,Sleeping
2025-04-01 12:08:00,Bedroom,1,22.0,60,12,62,0,5,Sleeping
2025-04-04 03:43:00,Kitchen,0,21.9,45,7,58,0,2,Idle
2025-04-07 06:34:00,Kitchen,0,23.4,40,11,42,0,2,Idle
2025-04-03 01:15:00,Kitchen,0,25.8,55,27,42,0,1,Idle
2025-04-05 07:05:00,Bedroom,1,23.9,30,26,26,0,1,Idle
2025-04-08 00:05:00,Kitchen,1,18.1,60,0,44,0,4,Cooking
2025-04-07 08:23:00,Kitchen,0,26.2,45,48,88,1,3,Cleaning
2025-04-07 09:59:00,Bathroom,0,18.2,50,65,54,1,1,Idle
2025-04-05 17:36:00,Kitchen,0,24.1,50,29,54,1,4,Cooking
2025-04-07 03:38:00,Living Room,1,21.5,30,96,28,0,1,Relaxing
2025-04-02 20:20:00,Kitchen,0,19.6,50,90,30,1,5,Idle
2025-04-07 16:13:00,Bathroom,1,25.2,35,54,90,1,4,Idle
2025-04-04 22:45:00,Bathroom,1,22.8,35,35,22,1,4,Using Toilet
2025-04-04 05:27:00,Bedroom,0,21.6,55,96,41,0,1,Sleeping
2025-04-06 17:58:00,Bedroom,1,27.6,40,52,64,1,3,Sleeping
2025-04-05 01:54:00,Living Room,0,26.3,55,83,97,0,2,Idle
2025-04-07 01:00:00,Kitchen,0,23.6,45,72,75,0,3,Cooking
2025-04-06 17:16:00,Bathroom,0,23.6,60,80,72,0,5,Showering
2025-04-06 09:29:00,Kitchen,0,22.7,35,61,40,0,3,Cooking
2025-04-04 01:23:00,Bedroom,0,18.7,35,21,22,1,1,Sleeping
2025-04-06 17:44:00,Bathroom,1,24.4,35,19,44,0,1,Idle
2025-04-08 00:19:00,Kitchen,1,20.5,55,71,46,1,5,Cooking
2025-04-05 00:56:00,Bedroom,0,25.2,45,8,53,0,3,Idle
2025-04-07 14:11:00,Bedroom,1,27.2,35,79,52,0,2,Sleeping
2025-04-02 21:17:00,Kitchen,1,23.8,35,40,26,1,3,Cooking
2025-04-06 08:27:00,Bedroom,0,21.8,30,10,68,0,1,Idle
2025-04-02 12:09:00,Bedroom,0,27.7,55,51,63,1,2,Sleeping
2025-04-07 01:57:00,Kitchen,0,19.7,45,53,84,0,4,Cooking
2025-04-03 17:17:00,Bedroom,0,20.5,35,0,70,0,5,Sleeping
2025-04-04 15:05:00,Bathroom,0,23.9,55,74,61,1,5,Showering
2025-04-02 10:50:00,Bathroom,1,23.1,55,59,39,1,1,Idle
2025-04-08 01:48:00,Bathroom,0,26.6,45,1,32,1,5,Idle
2025-04-03 03:14:00,Bathroom,1,23.0,60,59,58,1,4,Showering
2025-04-03 17:10:00,Bathroom,1,21.4,45,98,30,1,2,Idle
2025-04-02 19:16:00,Living Room,0,19.2,30,42,58,1,1,Watching TV
2025-04-07 18:13:00,Bathroom,1,19.0,45,64,50,1,5,Showering
2025-04-03 04:55:00,Bedroom,0,26.3,55,39,97,1,4,Reading
2025-04-06 07:51:00,Bathroom,1,23.1,45,5,80,1,5,Showering
2025-04-07 03:08:00,Living Room,1,22.8,45,93,35,1,3,Relaxing
2025-04-03 09:10:00,Bathroom,1,20.5,45,55,64,1,4,Using Toilet
2025-04-01 19:16:00,Living Room,0,24.5,40,47,50,1,5,Idle
2025-04-02 09:43:00,Bedroom,0,20.5,40,3,41,0,3,Idle
2025-04-07 10:40:00,Bedroom,1,22.3,45,65,79,0,2,Sleeping
2025-04-08 00:40:00,Bedroom,1,21.1,60,34,64,1,3,Sleeping
2025-04-03 21:10:00,Bathroom,0,22.1,30,50,41,1,1,Using Toilet
2025-04-08 03:53:00,Kitchen,1,25.9,30,67,76,1,1,Idle
2025-04-02 09:24:00,Living Room,1,20.4,40,22,90,0,3,Watching TV
2025-04-04 02:27:00,Living Room,0,26.7,55,6,74,0,3,Watching TV
2025-04-04 08:33:00,Bedroom,1,20.6,55,56,51,1,4,Sleeping
2025-04-02 19:26:00,Bedroom,0,26.8,55,97,58,1,1,Sleeping
2025-04-03 17:42:00,Kitchen,1,21.8,55,9,66,1,1,Idle
2025-04-02 15:52:00,Bathroom,0,20.2,50,59,33,1,2,Idle
2025-04-07 12:43:00,Bedroom,1,21.7,55,60,71,1,4,Reading
2025-04-06 13:04:00,Living Room,0,23.4,60,14,61,1,2,Idle
2025-04-04 11:27:00,Bathroom,1,18.6,50,48,65,1,3,Showering
2025-04-03 23:58:00,Bedroom,1,18.4,45,25,28,0,5,Reading
2025-04-06 15:06:00,Living Room,1,20.1,35,56,73,1,4,Watching TV
2025-04-07 22:42:00,Kitchen,1,20.0,45,42,57,0,3,Cooking
2025-04-06 09:24:00,Bathroom,1,22.3,40,0,83,0,4,Idle
2025-04-06 16:14:00,Living Room,0,25.1,35,39,23,0,3,Watching TV
2025-04-03 10:19:00,Bedroom,0,20.4,55,3,76,1,5,Idle
2025-04-01 07:01:00,Bathroom,1,24.4,50,32,37,0,2,Idle
2025-04-06 12:05:00,Bathroom,1,23.9,35,41,82,0,1,Showering
2025-04-07 02:38:00,Bathroom,0,18.4,60,18,30,0,3,Showering
2025-04-04 04:42:00,Bathroom,1,24.2,60,18,68,0,3,Idle
2025-04-04 14:23:00,Kitchen,0,27.2,50,92,23,0,5,Cleaning
2025-04-03 08:39:00,Bathroom,0,23.6,60,9,23,1,2,Idle
2025-04-01 16:51:00,Bathroom,0,28.0,55,47,47,1,1,Showering
2025-04-02 01:39:00,Kitchen,0,23.4,55,100,69,0,2,Cleaning
2025-04-03 14:07:00,Living Room,0,22.6,45,83,43,0,2,Idle
2025-04-07 04:08:00,Bedroom,1,22.1,40,34,40,1,2,Idle
2025-04-04 11:26:00,Kitchen,1,18.0,60,33,52,1,2,Cleaning
2025-04-06 07:54:00,Bathroom,1,22.4,60,55,85,1,5,Using Toilet
2025-04-06 19:12:00,Bedroom,0,21.3,45,18,24,0,4,Sleeping
2025-04-06 22:59:00,Bathroom,0,23.7,55,45,22,1,2,Using Toilet
2025-04-06 00:09:00,Living Room,0,23.5,60,96,71,1,4,Watching TV
2025-04-02 05:16:00,Bedroom,0,24.5,30,73,53,1,4,Sleeping
2025-04-03 05:12:00,Bathroom,1,22.6,45,1,72,1,5,Showering
2025-04-01 15:35:00,Kitchen,0,19.9,55,57,56,1,2,Cooking
2025-04-02 02:27:00,Bathroom,1,27.1,60,94,63,0,5,Idle
2025-04-02 04:09:00,Bathroom,1,21.4,60,14,37,0,5,Using Toilet
2025-04-01 17:46:00,Living Room,0,27.4,55,57,83,0,1,Relaxing
2025-04-05 19:04:00,Living Room,0,26.0,60,94,52,1,4,Watching TV
2025-04-07 01:56:00,Bedroom,0,23.2,60,69,45,1,1,Sleeping
2025-04-06 08:11:00,Bathroom,1,27.0,60,59,59,1,5,Idle
2025-04-01 21:15:00,Living Room,1,21.3,30,8,47,1,3,Relaxing
2025-04-04 03:13:00,Living Room,0,24.5,55,60,96,1,3,Relaxing
2025-04-03 05:08:00,Bathroom,0,21.6,50,33,56,0,4,Using Toilet
2025-04-05 15:20:00,Bedroom,0,23.6,40,34,54,0,1,Reading
2025-04-06 14:45:00,Bathroom,1,26.3,30,97,31,1,3,Idle
2025-04-07 17:03:00,Bedroom,0,19.2,30,17,71,0,5,Idle
2025-04-05 16:40:00,Bedroom,1,24.3,40,51,87,0,1,Reading
2025-04-03 11:02:00,Kitchen,0,26.8,30,76,45,1,2,Idle
2025-04-01 21:29:00,Bathroom,1,19.1,35,42,23,0,1,Idle
2025-04-06 23:37:00,Kitchen,1,23.1,35,22,35,0,1,Cooking
2025-04-02 04:28:00,Kitchen,1,25.0,45,43,44,1,5,Cooking
2025-04-06 12:02:00,Living Room,0,27.2,40,73,83,1,3,Watching TV
2025-04-01 13:00:00,Kitchen,0,20.2,60,96,38,1,1,Cooking
2025-04-04 11:03:00,Kitchen,1,26.2,40,3,93,1,5,Cooking
2025-04-06 02:53:00,Bathroom,1,26.7,55,38,90,1,3,Idle
2025-04-06 04:53:00,Living Room,0,23.2,40,70,29,1,4,Relaxing
2025-04-01 15:27:00,Bedroom,1,24.2,60,82,42,0,4,Idle
2025-04-07 23:02:00,Kitchen,0,27.0,45,54,67,1,3,Cooking
2025-04-01 11:37:00,Kitchen,1,23.2,35,7,45,1,1,Cooking
2025-04-03 00:29:00,Bedroom,0,21.1,35,18,69,1,1,Sleeping
2025-04-06 11:49:00,Living Room,1,23.6,30,31,73,1,1,Idle
2025-04-02 14:22:00,Living Room,1,25.9,35,53,81,0,2,Relaxing
2025-04-05 16:03:00,Bedroom,1,18.8,40,95,75,0,5,Idle
2025-04-03 16:20:00,Living Room,0,22.3,45,78,94,1,2,Relaxing
2025-04-03 11:38:00,Kitchen,0,27.3,55,22,83,0,5,Idle
2025-04-04 05:29:00,Living Room,1,18.3,30,50,37,0,1,Relaxing
2025-04-06 17:21:00,Kitchen,0,25.6,35,29,32,1,5,Idle
2025-04-04 05:18:00,Bathroom,0,27.0,55,81,69,0,3,Using Toilet
2025-04-06 08:27:00,Bathroom,0,21.5,55,99,24,0,4,Using Toilet
2025-04-07 21:44:00,Kitchen,1,27.5,60,83,85,0,1,Cooking
2025-04-06 03:44:00,Bedroom,1,22.5,55,75,66,1,5,Sleeping
2025-04-03 00:51:00,Bedroom,1,27.4,40,39,61,0,5,Sleeping
2025-04-06 13:30:00,Kitchen,0,22.2,40,48,88,1,2,Cooking
2025-04-07 23:48:00,Bedroom,0,27.8,50,5,51,1,4,Idle
2025-04-01 19:52:00,Living Room,0,22.0,30,73,60,1,4,Watching TV
2025-04-07 10:16:00,Living Room,0,20.7,50,14,89,0,3,Relaxing
2025-04-04 15:46:00,Bathroom,0,20.5,55,9,69,1,1,Idle
2025-04-06 00:06:00,Living Room,0,23.0,50,62,39,1,4,Idle
2025-04-03 04:23:00,Living Room,0,22.9,60,92,42,0,5,Watching TV
2025-04-07 14:28:00,Bedroom,1,24.0,50,33,42,1,5,Idle
2025-04-05 08:49:00,Bathroom,1,19.5,50,28,73,1,4,Showering
2025-04-05 11:01:00,Living Room,1,22.4,60,77,58,1,4,Relaxing
2025-04-08 01:25:00,Bedroom,1,23.4,45,30,71,1,3,Reading
2025-04-05 21:06:00,Bathroom,0,27.1,40,84,32,0,2,Using Toilet
2025-04-06 23:42:00,Kitchen,0,25.1,60,0,64,0,2,Idle
2025-04-01 13:24:00,Bedroom,1,23.7,30,37,36,1,2,Reading
2025-04-03 10:08:00,Bathroom,0,27.0,55,97,78,1,3,Idle
2025-04-04 00:16:00,Kitchen,0,22.3,35,42,62,0,3,Cleaning
2025-04-03 10:03:00,Kitchen,1,21.3,55,94,20,1,4,Cleaning
2025-04-07 04:55:00,Bedroom,0,27.9,40,28,95,1,2,Sleeping
2025-04-08 02:25:00,Kitchen,0,27.0,50,6,82,1,1,Idle
2025-04-04 10:04:00,Living Room,0,23.5,45,0,66,0,1,Relaxing
2025-04-03 22:51:00,Bedroom,0,18.5,60,78,38,1,2,Sleeping
2025-04-06 20:27:00,Bathroom,1,26.5,40,50,48,0,3,Using Toilet
2025-04-05 17:45:00,Bathroom,1,19.2,60,5,75,0,2,Using Toilet
2025-04-03 04:14:00,Living Room,0,26.2,60,95,80,1,2,Relaxing
2025-04-08 04:13:00,Living Room,1,19.8,50,11,41,0,2,Relaxing
2025-04-01 16:32:00,Bedroom,0,21.9,50,69,47,1,2,Reading
2025-04-06 15:00:00,Bathroom,0,26.4,60,4,79,1,4,Showering
2025-04-01 19:18:00,Bathroom,1,25.4,35,22,51,0,1,Using Toilet
2025-04-06 07:50:00,Bathroom,0,20.0,30,32,62,1,2,Using Toilet
2025-04-05 02:36:00,Bathroom,0,25.8,50,20,50,1,3,Idle
2025-04-07 17:32:00,Bathroom,1,26.5,30,15,82,1,3,Showering
2025-04-06 15:54:00,Bathroom,1,24.8,35,44,29,0,5,Using Toilet
2025-04-06 15:41:00,Bathroom,0,19.5,55,22,88,1,1,Showering
2025-04-03 04:10:00,Kitchen,0,26.6,45,23,34,0,4,Cooking
2025-04-04 14:29:00,Living Room,1,19.3,50,27,85,0,1,Watching TV
2025-04-03 16:03:00,Bathroom,1,19.1,45,60,31,1,3,Idle
2025-04-06 14:04:00,Bathroom,0,18.3,45,99,92,0,4,Idle
2025-04-06 08:57:00,Living Room,1,27.9,55,47,83,0,5,Idle
2025-04-04 06:30:00,Bathroom,1,20.8,45,50,90,1,2,Showering
2025-04-03 02:57:00,Living Room,1,20.0,55,83,80,1,1,Idle
2025-04-07 10:20:00,Bedroom,1,21.2,45,77,94,1,2,Idle
2025-04-03 10:34:00,Bathroom,0,24.1,50,24,85,0,5,Showering
2025-04-05 09:17:00,Kitchen,1,21.7,55,84,54,1,2,Cooking
2025-04-02 09:40:00,Bathroom,1,24.9,40,15,79,0,3,Idle
2025-04-01 23:17:00,Living Room,0,18.8,60,63,86,0,1,Idle
2025-04-04 13:35:00,Bathroom,0,23.0,45,44,73,1,2,Showering
2025-04-06 16:57:00,Living Room,0,22.2,30,46,95,1,1,Relaxing
2025-04-07 10:43:00,Bedroom,0,27.3,45,80,25,0,2,Reading
2025-04-05 01:18:00,Bathroom,1,22.2,35,77,69,1,2,Showering
2025-04-06 07:04:00,Living Room,1,19.9,45,2,35,1,4,Relaxing
2025-04-05 10:57:00,Living Room,1,24.1,60,27,64,0,1,Idle
2025-04-07 00:20:00,Bedroom,1,18.2,30,33,99,1,3,Reading
2025-04-04 09:22:00,Bathroom,1,22.1,40,62,97,0,4,Idle
2025-04-02 01:50:00,Bathroom,1,24.9,45,32,39,1,3,Idle
2025-04-03 12:44:00,Kitchen,1,26.8,35,15,39,0,1,Cleaning
2025-04-05 21:50:00,Kitchen,1,21.9,35,89,94,0,4,Cooking
2025-04-04 13:12:00,Living Room,0,20.9,55,7,96,1,5,Relaxing
2025-04-02 06:34:00,Bedroom,0,24.3,50,4,76,0,4,Reading
2025-04-04 09:26:00,Living Room,1,25.8,35,54,60,0,5,Watching TV
2025-04-05 08:15:00,Kitchen,1,19.8,30,10,66,0,4,Cleaning
2025-04-07 15:25:00,Bathroom,0,25.4,35,58,45,0,4,Showering
2025-04-04 11:59:00,Bathroom,1,21.4,30,13,92,0,4,Idle
2025-04-04 05:03:00,Living Room,0,23.5,30,88,42,1,2,Watching TV
2025-04-02 04:58:00,Bathroom,1,23.4,30,77,62,0,5,Idle
2025-04-03 22:12:00,Living Room,1,21.2,60,33,68,0,4,Idle
2025-04-07 12:44:00,Bathroom,1,20.1,45,37,90,1,5,Idle
2025-04-06 14:39:00,Living Room,0,26.6,30,53,22,0,1,Watching TV
2025-04-02 05:35:00,Kitchen,0,24.1,50,84,87,1,1,Cooking
2025-04-04 15:26:00,Bathroom,1,23.0,60,61,93,1,4,Idle
2025-04-08 03:51:00,Kitchen,0,18.4,60,47,42,0,5,Cooking
2025-04-02 12:07:00,Bathroom,1,25.9,55,38,85,0,1,Showering
2025-04-03 19:33:00,Bathroom,1,20.0,50,43,60,0,4,Showering
2025-04-04 02:21:00,Bathroom,0,21.8,50,77,64,1,2,Showering
2025-04-06 06:57:00,Bedroom,1,22.0,60,88,60,1,1,Reading
2025-04-04 15:50:00,Bedroom,0,18.5,60,29,46,1,2,Sleeping
2025-04-03 11:08:00,Kitchen,1,21.7,55,64,89,1,2,Idle
2025-04-02 22:33:00,Bathroom,1,20.1,50,30,69,0,2,Using Toilet
2025-04-03 00:30:00,Bedroom,1,25.4,50,93,94,0,2,Sleeping
2025-04-03 06:11:00,Living Room,1,18.5,45,28,71,0,1,Idle
2025-04-03 09:57:00,Kitchen,0,18.4,45,41,29,1,2,Cooking
2025-04-02 03:12:00,Bathroom,1,26.8,30,23,42,1,3,Using Toilet
2025-04-04 05:44:00,Bathroom,1,20.4,55,97,23,1,1,Idle
2025-04-04 04:24:00,Living Room,1,20.9,30,54,44,1,4,Idle
2025-04-05 17:34:00,Bedroom,0,24.4,60,40,62,1,1,Reading
2025-04-02 22:05:00,Kitchen,0,18.6,50,100,85,1,3,Cooking
2025-04-01 19:15:00,Kitchen,1,26.9,40,24,63,0,2,Idle
2025-04-07 09:22:00,Bedroom,1,18.8,45,4,68,1,3,Reading
2025-04-06 04:10:00,Living Room,0,19.3,30,24,74,0,1,Relaxing
2025-04-07 04:09:00,Living Room,0,19.1,45,18,40,0,5,Watching TV
2025-04-03 13:53:00,Bathroom,1,25.5,40,8,96,0,3,Using Toilet
2025-04-01 07:35:00,Living Room,1,27.1,50,58,43,0,3,Watching TV
2025-04-03 04:11:00,Living Room,1,24.1,50,2,49,0,5,Idle
2025-04-06 14:14:00,Living Room,1,18.9,45,74,44,0,3,Idle
2025-04-05 23:51:00,Kitchen,0,26.2,45,7,73,0,1,Idle
2025-04-06 19:52:00,Living Room,1,19.7,30,1,46,1,2,Watching TV
2025-04-06 09:37:00,Bathroom,1,24.1,50,13,82,0,2,Showering
2025-04-03 13:42:00,Bathroom,1,18.0,35,62,23,0,1,Using Toilet
2025-04-06 07:35:00,Living Room,0,22.7,40,8,76,1,5,Relaxing
2025-04-05 17:44:00,Bedroom,1,23.4,35,17,68,1,4,Reading
2025-04-03 09:30:00,Living Room,1,25.6,40,14,88,1,1,Watching TV
2025-04-01 23:51:00,Bathroom,0,25.3,40,24,23,1,2,Idle
2025-04-06 04:47:00,Bathroom,0,24.4,50,93,66,0,2,Showering
2025-04-04 16:28:00,Bathroom,0,26.9,55,88,89,1,1,Using Toilet
2025-04-04 05:53:00,Kitchen,0,21.6,35,80,98,1,5,Idle
2025-04-01 20:47:00,Kitchen,0,26.7,30,62,86,1,3,Idle
2025-04-07 06:09:00,Bedroom,0,27.9,50,40,35,0,1,Idle
2025-04-06 07:45:00,Living Room,0,26.4,55,19,81,1,2,Relaxing
2025-04-02 16:52:00,Bedroom,1,27.7,40,30,67,0,5,Reading
2025-04-05 00:30:00,Bathroom,0,26.2,45,22,26,0,2,Showering
2025-04-08 01:03:00,Kitchen,1,21.9,35,9,58,0,4,Cleaning
2025-04-02 21:09:00,Bathroom,0,22.5,30,90,41,1,1,Using Toilet
2025-04-03 09:21:00,Bathroom,1,18.7,55,94,66,0,1,Using Toilet
2025-04-02 17:58:00,Living Room,0,28.0,40,15,59,0,5,Idle
2025-04-02 08:50:00,Living Room,1,24.5,55,49,38,0,5,Watching TV
2025-04-04 01:25:00,Bedroom,0,18.2,60,44,30,1,2,Idle
2025-04-07 17:58:00,Bedroom,1,18.8,40,16,34,1,5,Sleeping
2025-04-01 09:09:00,Bathroom,1,26.2,35,66,48,0,4,Showering
2025-04-07 15:41:00,Living Room,1,23.5,35,92,81,0,2,Relaxing
2025-04-02 15:24:00,Bedroom,1,24.7,30,37,79,0,4,Sleeping
2025-04-04 00:59:00,Bathroom,1,21.6,40,70,82,1,3,Using Toilet
2025-04-05 01:09:00,Living Room,0,26.5,60,40,24,1,4,Idle
2025-04-05 20:07:00,Living Room,0,19.0,30,66,25,0,3,Idle
2025-04-02 03:26:00,Bathroom,1,23.8,40,74,36,1,1,Showering
2025-04-06 16:35:00,Bedroom,1,19.5,30,54,49,1,4,Idle
2025-04-03 07:05:00,Living Room,1,25.5,40,56,80,1,3,Idle
2025-04-06 20:19:00,Bathroom,1,27.0,60,1,46,1,3,Showering
2025-04-03 12:25:00,Bedroom,0,20.7,35,27,74,1,2,Reading
2025-04-04 00:08:00,Kitchen,1,27.1,45,29,90,0,2,Cleaning
2025-04-04 00:14:00,Bedroom,0,18.0,35,30,56,0,4,Idle
2025-04-04 17:25:00,Bedroom,0,26.8,30,20,26,0,5,Reading
2025-04-03 07:28:00,Bathroom,0,22.7,50,91,69,0,1,Idle
2025-04-04 14:12:00,Kitchen,1,21.0,40,48,89,0,2,Cleaning
2025-04-03 06:07:00,Living Room,0,22.3,45,92,99,1,3,Relaxing
2025-04-02 12:43:00,Bedroom,0,18.6,50,32,26,0,4,Idle
2025-04-03 07:06:00,Living Room,0,26.2,55,96,39,0,1,Watching TV
2025-04-04 19:27:00,Living Room,1,25.7,40,50,72,1,4,Watching TV
2025-04-07 22:43:00,Bedroom,1,23.1,35,36,94,0,4,Idle
2025-04-04 03:07:00,Kitchen,1,18.5,55,9,66,0,2,Idle
2025-04-04 17:06:00,Living Room,0,18.6,55,28,57,0,1,Watching TV
2025-04-06 21:04:00,Bedroom,1,24.5,30,43,66,0,4,Reading
2025-04-06 18:17:00,Living Room,1,18.2,45,50,24,1,3,Watching TV
2025-04-05 23:50:00,Bathroom,1,22.2,30,69,61,1,5,Showering
2025-04-02 15:10:00,Kitchen,1,25.8,50,40,54,1,4,Cleaning
2025-04-03 04:32:00,Bathroom,0,27.6,60,24,61,1,5,Using Toilet
2025-04-02 05:12:00,Bedroom,1,23.2,60,41,62,0,1,Reading
2025-04-04 06:57:00,Kitchen,1,25.0,35,100,28,1,1,Cooking
2025-04-04 16:50:00,Bathroom,1,18.4,40,38,57,0,5,Using Toilet
2025-04-01 06:42:00,Bedroom,1,20.5,55,68,72,0,2,Reading
2025-04-04 19:31:00,Kitchen,0,19.8,50,98,28,0,4,Cooking
2025-04-01 13:04:00,Living Room,0,25.7,45,4,85,0,4,Idle
2025-04-07 09:15:00,Bedroom,1,18.7,55,75,39,0,3,Idle
2025-04-03 13:45:00,Bedroom,0,25.6,35,5,26,0,1,Reading
2025-04-05 22:33:00,Kitchen,0,20.1,35,30,62,0,5,Cooking
2025-04-02 20:28:00,Bedroom,0,25.7,50,54,42,1,3,Sleeping
2025-04-01 06:57:00,Living Room,0,23.2,40,81,63,0,2,Relaxing
2025-04-03 16:02:00,Bedroom,1,24.7,35,89,43,1,5,Idle
2025-04-07 10:41:00,Bedroom,0,19.0,45,100,72,0,4,Idle
2025-04-07 16:25:00,Living Room,1,20.9,55,82,46,1,5,Idle
2025-04-07 07:54:00,Living Room,0,23.2,45,100,38,1,5,Watching TV
2025-04-05 16:47:00,Bathroom,1,19.4,55,67,66,0,2,Idle
2025-04-05 11:54:00,Bedroom,1,18.1,30,92,94,1,3,Sleeping
2025-04-07 15:41:00,Living Room,1,24.8,45,91,20,0,5,Relaxing
2025-04-06 19:07:00,Bathroom,0,20.1,50,70,98,1,1,Using Toilet
2025-04-03 09:31:00,Bedroom,0,18.5,45,54,21,1,4,Idle
2025-04-06 09:16:00,Kitchen,1,25.2,45,73,56,0,2,Cleaning
2025-04-02 03:50:00,Kitchen,1,25.1,35,99,61,1,5,Cleaning
2025-04-04 08:59:00,Living Room,1,26.4,50,80,75,1,1,Idle
2025-04-05 07:48:00,Kitchen,1,26.3,55,33,81,1,3,Cooking
2025-04-07 15:38:00,Bathroom,0,18.2,50,61,77,1,3,Showering
2025-04-06 04:20:00,Living Room,0,26.6,60,2,40,1,4,Idle
2025-04-07 11:40:00,Bedroom,1,25.3,55,72,81,1,1,Reading
2025-04-05 11:48:00,Living Room,1,19.7,55,59,93,1,1,Watching TV
2025-04-04 21:14:00,Bedroom,0,23.0,60,69,20,1,5,Sleeping
2025-04-02 22:43:00,Living Room,0,23.0,35,10,20,1,4,Watching TV
2025-04-03 04:56:00,Living Room,1,23.9,55,88,88,1,2,Watching TV
2025-04-08 00:36:00,Bedroom,0,27.3,55,37,26,0,4,Idle
2025-04-07 15:34:00,Bathroom,0,18.2,35,4,81,1,2,Idle
2025-04-05 17:54:00,Bathroom,1,22.5,45,23,54,0,3,Idle
2025-04-03 12:34:00,Kitchen,0,24.3,55,40,35,0,2,Cooking
2025-04-04 02:37:00,Bathroom,0,27.0,50,52,98,0,2,Idle
2025-04-06 07:43:00,Bathroom,1,26.8,55,39,50,1,5,Using Toilet
2025-04-07 21:12:00,Bedroom,0,18.7,30,19,33,0,3,Sleeping
2025-04-04 20:41:00,Bedroom,1,25.5,55,68,98,1,2,Idle
2025-04-04 12:09:00,Kitchen,1,23.0,50,70,45,0,2,Idle
2025-04-01 06:00:00,Bathroom,1,26.4,35,26,94,1,4,Showering
2025-04-01 09:20:00,Living Room,1,18.1,50,63,88,0,3,Watching TV
2025-04-01 07:47:00,Bathroom,0,24.2,50,97,62,1,4,Showering
2025-04-02 09:28:00,Kitchen,1,23.5,35,10,72,0,2,Cooking
2025-04-04 19:33:00,Bedroom,1,18.5,50,50,46,1,2,Reading
2025-04-02 16:40:00,Kitchen,0,24.6,50,13,58,1,2,Idle
2025-04-02 05:14:00,Bedroom,1,24.5,55,35,46,1,2,Sleeping
